arm,lr,seed,step,train_loss,val_loss,lr_now,wall_s
signum,0.003,0,50,3.623824911117554,3.0760916471481323,0.0029671440782486893,1.34
signum,0.003,0,100,2.801842393875122,2.671752452850342,0.0025877888001196465,2.43
signum,0.003,0,150,2.5587971067428588,2.549540936946869,0.0018998781461103647,3.69
signum,0.003,0,200,2.472443480491638,2.4791553020477295,0.0011297514907076952,4.75
signum,0.003,0,250,2.411760196685791,2.432992458343506,0.0005307992770506938,6.17
signum,0.003,0,300,2.37800154209137,2.409758448600769,0.00030009138419492105,7.27
signum,0.003,1,50,3.659669942855835,3.13274747133255,0.0029671440782486893,1.03
signum,0.003,1,100,2.8419147539138794,2.691715180873871,0.0025877888001196465,2.06
signum,0.003,1,150,2.565908966064453,2.5507965683937073,0.0018998781461103647,3.89
signum,0.003,1,200,2.4712464380264283,2.483777940273285,0.0011297514907076952,4.92
signum,0.003,1,250,2.4274703598022462,2.440572202205658,0.0005307992770506938,6.27
signum,0.003,1,300,2.3878614997863767,2.4155579209327698,0.00030009138419492105,7.5
signum,0.01,0,50,3.4597811603546145,3.05246239900589,0.009890480260828964,1.16
signum,0.01,0,100,2.9414813804626463,2.871050238609314,0.008625962667065487,2.18
signum,0.01,0,150,2.7625936222076417,2.731872260570526,0.006332927153701215,3.24
signum,0.01,0,200,2.666088037490845,2.652411639690399,0.003765838302358984,4.97
signum,0.01,0,250,2.605908598899841,2.6124229431152344,0.0017693309235023128,6.1
signum,0.01,0,300,2.57095694065094,2.5862656831741333,0.0010003046139830702,7.17
signum,0.01,1,50,3.6097331285476684,3.349618911743164,0.009890480260828964,1.23
signum,0.01,1,100,3.162519016265869,3.071007192134857,0.008625962667065487,2.7
signum,0.01,1,150,2.9727831983566286,2.936896562576294,0.006332927153701215,3.76
signum,0.01,1,200,2.861596465110779,2.837024450302124,0.003765838302358984,4.83
signum,0.01,1,250,2.791498246192932,2.769486129283905,0.0017693309235023128,5.93
signum,0.01,1,300,2.736634907722473,2.7273480892181396,0.0010003046139830702,7.32
signum,0.03,0,50,3.452614574432373,3.233460545539856,0.02967144078248689,1.03
signum,0.03,0,100,3.0447039937973024,2.9416273832321167,0.02587788800119646,2.13
signum,0.03,0,150,2.85650351524353,2.8469883799552917,0.018998781461103644,3.34
signum,0.03,0,200,2.7955864524841307,2.7995240688323975,0.01129751490707695,5.15
signum,0.03,0,250,2.7487643480300905,2.7812063694000244,0.005307992770506938,6.41
signum,0.03,0,300,2.727156057357788,2.761117994785309,0.0030009138419492105,7.71
signum,0.03,1,50,3.3672039985656737,3.0414973497390747,0.02967144078248689,1.33
signum,0.03,1,100,2.947352991104126,2.903152644634247,0.02587788800119646,2.5
signum,0.03,1,150,2.7975681161880495,2.7996791005134583,0.018998781461103644,4.09
signum,0.03,1,200,2.72827853679657,2.75124329328537,0.01129751490707695,5.72
signum,0.03,1,250,2.6910520648956298,2.719685137271881,0.005307992770506938,7.3
signum,0.03,1,300,2.6564214754104616,2.691397488117218,0.0030009138419492105,8.58
signum,0.1,0,50,3.446743597984314,3.278675138950348,0.09890480260828965,1.11
signum,0.1,0,100,3.216327304840088,3.213151454925537,0.08625962667065488,2.64
signum,0.1,0,150,3.1422318744659425,3.1663344502449036,0.06332927153701216,3.72
signum,0.1,0,200,3.1141505575180055,3.1157211661338806,0.03765838302358984,4.79
signum,0.1,0,250,3.088003749847412,3.103943943977356,0.017693309235023127,5.85
signum,0.1,0,300,3.0778894519805906,3.093340277671814,0.010003046139830702,7.21
signum,0.1,1,50,3.472548942565918,3.291625499725342,0.09890480260828965,1.45
signum,0.1,1,100,3.1887108278274536,3.16617351770401,0.08625962667065488,2.8
signum,0.1,1,150,3.0963125705718992,3.136805832386017,0.06332927153701216,4.19
signum,0.1,1,200,3.0924846649169924,3.1316288113594055,0.03765838302358984,5.24
signum,0.1,1,250,3.073014736175537,3.0970659852027893,0.017693309235023127,6.26
signum,0.1,1,300,3.0453662300109863,3.0794819593429565,0.010003046139830702,7.34
normsgd,0.001,0,50,3.8106944131851197,3.446007251739502,0.0009890480260828964,1.38
normsgd,0.001,0,100,3.1671377563476564,3.0316043496131897,0.0008625962667065488,2.41
normsgd,0.001,0,150,2.872863335609436,2.828957676887512,0.0006332927153701216,3.7
normsgd,0.001,0,200,2.736203851699829,2.729699432849884,0.00037658383023589836,4.85
normsgd,0.001,0,250,2.6610319423675537,2.6797212958335876,0.00017693309235023127,6.21
normsgd,0.001,0,300,2.6299949169158934,2.660267174243927,0.00010003046139830702,7.26
normsgd,0.001,1,50,3.83552330493927,3.5129181146621704,0.0009890480260828964,1.03
normsgd,0.001,1,100,3.221897392272949,3.0704168677330017,0.0008625962667065488,2.08
normsgd,0.001,1,150,2.8966424655914307,2.8499088883399963,0.0006332927153701216,3.46
normsgd,0.001,1,200,2.7476483249664305,2.7442923188209534,0.00037658383023589836,5.07
normsgd,0.001,1,250,2.681111102104187,2.7002983689308167,0.00017693309235023127,6.28
normsgd,0.001,1,300,2.644189796447754,2.6743683218955994,0.00010003046139830702,7.57
normsgd,0.003,0,50,3.6183917808532713,3.327144145965576,0.0029671440782486893,1.25
normsgd,0.003,0,100,2.9594918727874755,2.7922855615615845,0.0025877888001196465,2.34
normsgd,0.003,0,150,2.66504873752594,2.631400763988495,0.0018998781461103647,3.38
normsgd,0.003,0,200,2.5484823036193847,2.541111409664154,0.0011297514907076952,4.59
normsgd,0.003,0,250,2.4804573345184324,2.5080334544181824,0.0005307992770506938,6.26
normsgd,0.003,0,300,2.45259117603302,2.4792948365211487,0.00030009138419492105,7.49
normsgd,0.003,1,50,3.6238230514526366,3.3978728652000427,0.0029671440782486893,1.16
normsgd,0.003,1,100,3.1608406114578247,2.9529706239700317,0.0025877888001196465,2.73
normsgd,0.003,1,150,2.760412139892578,2.70383757352829,0.0018998781461103647,3.77
normsgd,0.003,1,200,2.614966239929199,2.613982081413269,0.0011297514907076952,4.8
normsgd,0.003,1,250,2.557862629890442,2.575207769870758,0.0005307992770506938,5.85
