arm,lr,seed,step,train_loss,val_loss,lr_now,wall_s
duality,0.00333333,0,100,2.9557493543624878,2.4809311628341675,0.0032948851356227556,35.2
duality,0.00333333,0,200,2.3556643176078795,2.2735186219215393,0.0028690229977253413,82.91
duality,0.00333333,0,300,2.059586124420166,2.028050109744072,0.002102393109844307,113.98
duality,0.00333333,0,400,1.8241617965698242,1.8937408328056335,0.0012472353933627822,155.7
duality,0.00333333,0,500,1.691069108247757,1.8099120408296585,0.0005849175833317487,211.03
duality,0.00333333,0,600,1.6142190563678742,1.7666056901216507,0.0003333583846879989,252.38
headmuon,0.00333333,0,100,2.7992863702774047,2.458615005016327,0.0032948851356227556,29.12
headmuon,0.00333333,0,200,2.3399081230163574,2.248898208141327,0.0028690229977253413,57.3
headmuon,0.00333333,0,300,2.0602941811084747,2.044213518500328,0.002102393109844307,87.53
headmuon,0.00333333,0,400,1.8465072691440583,1.913709744811058,0.0012472353933627822,118.7
headmuon,0.00333333,0,500,1.7097772812843324,1.8310738652944565,0.0005849175833317487,147.42
headmuon,0.00333333,0,600,1.6321516966819762,1.7823887020349503,0.0003333583846879989,183.67
muon,0.00333333,0,100,2.803447597026825,2.4764211177825928,0.0032948851356227556,47.29
muon,0.00333333,0,200,2.347577204704285,2.262632340192795,0.0028690229977253413,81.3
muon,0.00333333,0,300,2.040553448200226,2.0243552178144455,0.002102393109844307,105.07
muon,0.00333333,0,400,1.8128634917736053,1.8887504637241364,0.0012472353933627822,128.5
muon,0.00333333,0,500,1.6815168571472168,1.8003749251365662,0.0005849175833317487,151.26
muon,0.00333333,0,600,1.6065124344825745,1.754663124680519,0.0003333583846879989,174.42
muon_all,0.00333333,0,100,3.08805873632431,2.5128547847270966,0.0032948851356227556,25.28
muon_all,0.00333333,0,200,2.373888840675354,2.2851628065109253,0.0028690229977253413,48.73
muon_all,0.00333333,0,300,2.1078872406482696,2.083782732486725,0.002102393109844307,72.44
muon_all,0.00333333,0,400,1.8706793546676637,1.9302785992622375,0.0012472353933627822,103.39
muon_all,0.00333333,0,500,1.7253118348121643,1.8515489250421524,0.0005849175833317487,147.9
muon_all,0.00333333,0,600,1.644749366044998,1.8027731329202652,0.0003333583846879989,188.98
normuon,0.00333333,0,100,2.803641574382782,2.476120889186859,0.0032948851356227556,33.29
normuon,0.00333333,0,200,2.3489090061187743,2.2688356041908264,0.0028690229977253413,55.57
normuon,0.00333333,0,300,2.04752378821373,2.030791014432907,0.002102393109844307,77.69
normuon,0.00333333,0,400,1.8141717576980592,1.8855352401733398,0.0012472353933627822,100.12
normuon,0.00333333,0,500,1.6780819630622863,1.805532693862915,0.0005849175833317487,123.42
normuon,0.00333333,0,600,1.6020232474803924,1.7566529512405396,0.0003333583846879989,146.11
pw05,0.00111111,0,100,2.982547721862793,2.531492918729782,0.0010982950452075853,27.38
pw05,0.00111111,0,200,2.4431127166748046,2.4047254621982574,0.0009563409992417804,53.54
pw05,0.00111111,0,300,2.310630211830139,2.3035389184951782,0.0007007977032814358,81.01
pw05,0.00111111,0,400,2.1998531675338744,2.2065628468990326,0.0004157451311209274,107.58
pw05,0.00111111,0,500,2.099082967042923,2.1396373510360718,0.00019497252777724957,138.59
pw05,0.00111111,0,600,2.042864488363266,2.1103436648845673,0.0001111194615626663,168.04
scion,0.00333333,0,100,2.978344533443451,2.4862485826015472,0.0032948851356227556,23.77
scion,0.00333333,0,200,2.3526818799972533,2.270873576402664,0.0028690229977253413,46.36
scion,0.00333333,0,300,2.056409604549408,2.028722792863846,0.002102393109844307,68.82
scion,0.00333333,0,400,1.8256821739673614,1.8850965946912766,0.0012472353933627822,91.53
scion,0.00333333,0,500,1.689690705537796,1.80677929520607,0.0005849175833317487,114.83
scion,0.00333333,0,600,1.6130790853500365,1.7603943943977356,0.0003333583846879989,137.75
