ckpt,block,kind,layer,incumbent,rule,L0,L_after,gain_vs_incumbent,is_best,best_gain_alt,proxy_free,proxy_same,proxy_own,proxy_fit,proxy_lookahead
100,embed,embed,-1,adam,adam,2.4538174271583557,2.426878571510315,0.0,False,,0.637343647763434,1.054926853461207,11.440949740371517,0.32136981670673076,0.005255937576293945
100,embed,embed,-1,adam,sign,2.4538174271583557,2.42519748210907,0.0016810894012451172,True,0.0017206072807312012,0.637343647763434,1.054926853461207,2.5204405229060396,0.32136981670673076,0.0031981468200683594
100,embed,embed,-1,adam,euclid,2.4538174271583557,2.439221203327179,-0.012342631816864014,False,,0.29109214515101517,0.31437441971103514,0.6514570350147983,1.000000238418579,0.00030541419982910156
100,embed,embed,-1,adam,rows,2.4538174271583557,2.4276115894317627,-0.0007330179214477539,False,,0.46457974316164913,0.7680210566310172,2.611425052519184,0.4938543466421274,0.0044918060302734375
100,embed,embed,-1,adam,cols,2.4538174271583557,2.433612823486328,-0.006734251976013184,False,,0.3315335583677984,0.3750060381285065,0.7389345300549082,0.9262456297874451,0.0009703636169433594
100,embed,embed,-1,adam,spectral,2.4538174271583557,2.425398111343384,0.0014804601669311523,False,,0.6314337054109351,1.1598472902673553,3.4335716091650523,0.29808953404426575,0.0033197402954101562
100,pos,pos,-1,adam,adam,2.4538174271583557,2.426878571510315,0.0,False,,1.4291795110335506,3.0282100712654363,33.04255950537774,0.6026909351348877,0.007120370864868164
100,pos,pos,-1,adam,sign,2.4538174271583557,2.4256802797317505,0.0011982917785644531,True,0.0007421374320983887,1.4291795110335506,3.0282100712654363,10.934323058175663,0.6026909351348877,0.005547285079956055
100,pos,pos,-1,adam,euclid,2.4538174271583557,2.4269221425056458,-4.357099533081055e-05,False,,0.5013927871646299,1.004411664950968,8.022007833180684,0.9999996423721313,0.0075418949127197266
100,pos,pos,-1,adam,rows,2.4538174271583557,2.4272640347480774,-0.00038546323776245117,False,,0.6992341168838699,1.4587708154981023,10.683170676681463,0.9532121419906616,0.00662684440612793
100,pos,pos,-1,adam,cols,2.4538174271583557,2.4272905588150024,-0.0004119873046875,False,,0.6718550536298767,1.4758273772472388,9.356898804961503,0.9537312388420105,0.007451295852661133
100,pos,pos,-1,adam,spectral,2.4538174271583557,2.429885983467102,-0.0030074119567871094,False,,1.2283067205131304,4.541758162030429,23.525899311628837,0.45700550079345703,0.004863262176513672
100,L0.q,q,0,spectral,adam,2.4538174271583557,2.4285753965377808,-0.0016968250274658203,False,,2.367009580457907,3.2366195473185724,22.09775816912042,0.5603630542755127,0.0033981800079345703
100,L0.q,q,0,spectral,sign,2.4538174271583557,2.4272533655166626,-0.00037479400634765625,False,,2.367009580457907,3.2366195473185724,6.223945353524321,0.5603630542755127,0.0033473968505859375
100,L0.q,q,0,spectral,euclid,2.4538174271583557,2.4280304312705994,-0.0011518597602844238,False,,0.8365464014247035,1.0624188092423688,5.806434714262374,1.0,0.0042247772216796875
100,L0.q,q,0,spectral,rows,2.4538174271583557,2.427474796772003,-0.0005962252616882324,False,,0.8549053756211212,1.1969948030418658,6.604774957084349,0.8489565849304199,0.0040836334228515625
100,L0.q,q,0,spectral,cols,2.4538174271583557,2.4284101128578186,-0.0015315413475036621,False,,0.9224639639036851,1.2641718949933747,6.838722341266364,0.9492632150650024,0.00417780876159668
100,L0.q,q,0,spectral,spectral,2.4538174271583557,2.426878571510315,0.0,True,0.0,0.6489587837064745,1.5374206338255252,22.671380302894114,0.20717725157737732,0.002268552780151367
100,L0.q,q,0,spectral,spectral_head,2.4538174271583557,2.4271222949028015,-0.00024372339248657227,False,,0.7513295176338867,1.651068232647378,19.164724237728226,0.299811989068985,0.002597808837890625
100,L0.q,q,0,spectral,normuon,2.4538174271583557,2.4268816113471985,-3.039836883544922e-06,False,,0.6489587837064745,1.5374206338255252,22.72597370107155,0.20717725157737732,0.0022492408752441406
100,L0.q,q,0,spectral,pw05,2.4538174271583557,2.427524507045746,-0.0006459355354309082,False,,0.6784179406170163,1.061314696734853,9.389926886073562,0.5198066830635072,0.004024982452392578
100,L0.k,k,0,spectral,adam,2.4538174271583557,2.4357663989067078,-0.008887827396392822,False,,0.946273528706076,0.9441705697621421,4.590657943926862,0.562379002571106,0.004472970962524414
100,L0.k,k,0,spectral,sign,2.4538174271583557,2.429900288581848,-0.003021717071533203,False,,0.946273528706076,0.9441705697621421,1.1022743264972215,0.562379002571106,0.005866527557373047
100,L0.k,k,0,spectral,euclid,2.4538174271583557,2.430730402469635,-0.0038518309593200684,False,,0.3270836842698173,0.3103021674865707,0.7408973783385712,1.0,0.007494926452636719
100,L0.k,k,0,spectral,rows,2.4538174271583557,2.4306401014328003,-0.0037615299224853516,False,,0.3751640850845757,0.36844779407428574,1.1542731062933866,0.8362842798233032,0.006934642791748047
100,L0.k,k,0,spectral,cols,2.4538174271583557,2.4308606386184692,-0.003982067108154297,False,,0.37211185257944046,0.3700555908771757,0.9498877700698236,0.834658145904541,0.007370471954345703
100,L0.k,k,0,spectral,spectral,2.4538174271583557,2.426878571510315,0.0,False,,0.23660145926509454,0.328396658483033,4.028329353877701,0.10765394568443298,0.003327608108520508
100,L0.k,k,0,spectral,spectral_head,2.4538174271583557,2.427862048149109,-0.0009834766387939453,False,,0.26554818361088445,0.35542318120341015,4.071941534006725,0.16347001492977142,0.003665924072265625
100,L0.k,k,0,spectral,normuon,2.4538174271583557,2.4268102645874023,6.830692291259766e-05,True,6.949901580810547e-05,0.23660145926509454,0.328396658483033,4.207647325269131,0.10765394568443298,0.0032885074615478516
100,L0.k,k,0,spectral,pw05,2.4538174271583557,2.4302107095718384,-0.0033321380615234375,False,,0.24549905563761637,0.24968551910499578,1.2606431635786968,0.3890600800514222,0.007281780242919922
100,L0.v,v,0,spectral,adam,2.4538174271583557,2.434666633605957,-0.00778806209564209,False,,0.8713356239651194,1.057353019774751,4.257653958705074,0.5586787462234497,0.005315303802490234
100,L0.v,v,0,spectral,sign,2.4538174271583557,2.43099707365036,-0.004118502140045166,False,,0.8713356239651194,1.057353019774751,1.0626484153533546,0.5586787462234497,0.00751185417175293
100,L0.v,v,0,spectral,euclid,2.4538174271583557,2.43592768907547,-0.00904911756515503,False,,0.3310849829642625,0.382432260822663,1.0612568021862903,0.9999998211860657,0.008938312530517578
100,L0.v,v,0,spectral,rows,2.4538174271583557,2.4331007599830627,-0.006222188472747803,False,,0.3423646224158974,0.41613832003831536,1.175309459454636,0.8209331035614014,0.008693456649780273
100,L0.v,v,0,spectral,cols,2.4538174271583557,2.43443363904953,-0.007555067539215088,False,,0.3467115213507067,0.421845394218347,1.1602352004945626,0.8780198097229004,0.009458780288696289
100,L0.v,v,0,spectral,spectral,2.4538174271583557,2.426878571510315,0.0,False,,0.23483591394353226,0.4337794409801017,4.399739761750061,0.15309733152389526,0.0048677921295166016
100,L0.v,v,0,spectral,spectral_head,2.4538174271583557,2.4273359179496765,-0.00045734643936157227,False,,0.27880257121457874,0.5136298949664881,3.6767490312505715,0.24960458278656006,0.006076812744140625
100,L0.v,v,0,spectral,normuon,2.4538174271583557,2.426856219768524,2.2351741790771484e-05,True,-2.4199485778808594e-05,0.23483591394353226,0.4337794409801017,4.418227648470506,0.15309733152389526,0.004893779754638672
100,L0.v,v,0,spectral,pw05,2.4538174271583557,2.4315065741539,-0.004628002643585205,False,,0.24858820225871506,0.3248541596215114,1.6789532814898207,0.4390362203121186,0.009145259857177734
100,L0.o,o,0,spectral,adam,2.4538174271583557,2.432172656059265,-0.005294084548950195,False,,1.8215144343464627,3.3591262907342223,19.431657801198817,0.6112271547317505,0.0047261714935302734
100,L0.o,o,0,spectral,sign,2.4538174271583557,2.4303454756736755,-0.0034669041633605957,False,,1.8215144343464627,3.3591262907342223,7.184677689684912,0.6112271547317505,0.0062940120697021484
100,L0.o,o,0,spectral,euclid,2.4538174271583557,2.431418776512146,-0.004540205001831055,False,,0.6277211248748356,1.1237463372353096,6.42039784364469,1.0000004768371582,0.008140087127685547
100,L0.o,o,0,spectral,rows,2.4538174271583557,2.4313377737998962,-0.004459202289581299,False,,0.6891627206956581,1.2893900472503383,6.911130375716362,0.9500487446784973,0.007857799530029297
100,L0.o,o,0,spectral,cols,2.4538174271583557,2.430949866771698,-0.004071295261383057,False,,0.6839314495731895,1.2949995738439493,7.178200522261813,0.9487982392311096,0.007695674896240234
100,L0.o,o,0,spectral,spectral,2.4538174271583557,2.426878571510315,0.0,True,0.0,0.6591852689702444,1.933364974545105,23.90973936764837,0.331134170293808,0.0039882659912109375
100,L0.o,o,0,spectral,spectral_head,2.4538174271583557,2.4278220534324646,-0.0009434819221496582,False,,0.7153874747272696,1.9928214997374585,19.96594168081635,0.47955864667892456,0.004765510559082031
100,L0.o,o,0,spectral,normuon,2.4538174271583557,2.4268835186958313,-4.947185516357422e-06,False,,0.6591852689702444,1.933364974545105,24.108616277440277,0.331134170293808,0.003989458084106445
100,L0.o,o,0,spectral,pw05,2.4538174271583557,2.429615318775177,-0.0027367472648620605,False,,0.5734323649649659,1.2254008882562544,9.933085600420686,0.6284015178680421,0.007116079330444336
100,L0.up,up,0,spectral,adam,2.4538174271583557,2.431752622127533,-0.004874050617218018,False,,6.857792531849595,13.15558476239121,51.414225769259936,0.5575123429298401,0.006549835205078125
100,L0.up,up,0,spectral,sign,2.4538174271583557,2.429738461971283,-0.0028598904609680176,False,,6.857792531849595,13.15558476239121,16.04598572216773,0.5575123429298401,0.009195566177368164
100,L0.up,up,0,spectral,euclid,2.4538174271583557,2.4341089129447937,-0.00723034143447876,False,,1.4483012339803203,2.3791949096425995,14.396608199739148,0.9999995827674866,0.012276649475097656
