arm,lr,seed,step,train_loss,val_loss,lr_now,wall_s
adamw,0.01,3,600,1.9766095793247223,2.061229020357132,0.0010000761541401509,225.39
lion,0.001,1,100,2.962693438529968,2.615989565849304,0.0009884665291533558,27.81
lion,0.001,1,200,2.5146647191047666,2.4921377897262573,0.0008607077600253625,53.67
lion,0.001,1,300,2.402305688858032,2.376581609249115,0.0006307185636718559,83.23
lion,0.001,1,400,2.289136838912964,2.2952151596546173,0.00037417099217982685,119.36
lion,0.001,1,500,2.1953964185714723,2.229611575603485,0.0001754754504749751,151.98
lion,0.001,1,600,2.133641200065613,2.1873025000095367,0.0001000076154140151,184.69
lion,0.001,2,100,2.9506545519828795,2.5887452960014343,0.0009884665291533558,29.74
lion,0.001,2,200,2.518708145618439,2.4847747683525085,0.0008607077600253625,59.14
lion,0.001,2,300,2.437681140899658,2.4052940607070923,0.0006307185636718559,89.34
lion,0.001,2,400,2.3382922315597536,2.3318177461624146,0.00037417099217982685,116.57
lion,0.001,2,500,2.247817163467407,2.2493002116680145,0.0001754754504749751,149.94
lion,0.001,2,600,2.1782245874404906,2.210933744907379,0.0001000076154140151,180.04
lion,0.001,3,100,2.9549336886405944,2.6035866141319275,0.0009884665291533558,26.43
lion,0.001,3,200,2.515516538619995,2.481187492609024,0.0008607077600253625,51.92
lion,0.001,3,300,2.4155072236061095,2.3948120772838593,0.0006307185636718559,78.11
lion,0.001,3,400,2.2987320399284363,2.2905679643154144,0.00037417099217982685,103.61
lion,0.001,3,500,2.19489132642746,2.214161902666092,0.0001754754504749751,136.48
lion,0.001,3,600,2.136660113334656,2.183115690946579,0.0001000076154140151,167.33
adam_mini,0.01,1,100,3.0480979251861573,2.736806035041809,0.009884665291533559,28.89
adam_mini,0.01,1,200,2.669322626590729,2.663854479789734,0.008607077600253624,58.86
adam_mini,0.01,1,300,2.60274076461792,2.5917535424232483,0.006307185636718559,92.04
adam_mini,0.01,1,400,2.5524989628791808,2.560349702835083,0.0037417099217982685,132.31
adam_mini,0.01,1,500,2.526729624271393,2.531945437192917,0.001754754504749751,172.07
adam_mini,0.01,1,600,2.501151463985443,2.5138400197029114,0.0010000761541401509,209.37
adam_mini,0.01,2,100,2.778225793838501,2.5916610956192017,0.009884665291533559,30.94
adam_mini,0.01,2,200,2.5265285110473634,2.52861824631691,0.008607077600253624,67.69
adam_mini,0.01,2,300,2.4688007545471193,2.4611844420433044,0.006307185636718559,107.23
adam_mini,0.01,2,400,2.3593311595916746,2.347025990486145,0.0037417099217982685,149.36
adam_mini,0.01,2,500,2.221970863342285,2.2089459598064423,0.001754754504749751,188.05
adam_mini,0.01,2,600,2.1088634586334227,2.1582342386245728,0.0010000761541401509,220.11
adam_mini,0.01,3,100,2.7652792954444885,2.5781643986701965,0.009884665291533559,23.69
adam_mini,0.01,3,200,2.524696669578552,2.5160698890686035,0.008607077600253624,51.49
adam_mini,0.01,3,300,2.4563400626182554,2.4257131218910217,0.006307185636718559,78.46
adam_mini,0.01,3,400,2.2765880179405213,2.216085523366928,0.0037417099217982685,107.29
adam_mini,0.01,3,500,2.1029540967941283,2.118006318807602,0.001754754504749751,135.0
adam_mini,0.01,3,600,2.0207224678993225,2.083212375640869,0.0010000761541401509,163.93
signum,0.003,1,100,3.05565438747406,2.5699433088302612,0.0029653995874600676,19.45
signum,0.003,1,200,2.486193368434906,2.4584161937236786,0.0025821232800760873,50.75
signum,0.003,1,300,2.3604798436164858,2.3402783572673798,0.0018921556910155676,80.48
signum,0.003,1,400,2.2457125401496887,2.241161584854126,0.0011225129765394806,106.75
signum,0.003,1,500,2.149321208000183,2.1824418902397156,0.0005264263514249253,136.03
signum,0.003,1,600,2.0853665721416474,2.141184151172638,0.0003000228462420453,165.36
signum,0.003,2,100,3.011854016780853,2.562035709619522,0.0029653995874600676,27.74
signum,0.003,2,200,2.458411512374878,2.4309757351875305,0.0025821232800760873,54.21
signum,0.003,2,300,2.3308343195915224,2.305352598428726,0.0018921556910155676,80.63
signum,0.003,2,400,2.2217568302154542,2.2382517755031586,0.0011225129765394806,107.24
signum,0.003,2,500,2.1412932682037353,2.165128231048584,0.0005264263514249253,134.92
signum,0.003,2,600,2.071286919116974,2.1304443180561066,0.0003000228462420453,170.63
signum,0.003,3,100,3.031127004623413,2.5685428380966187,0.0029653995874600676,30.76
signum,0.003,3,200,2.467256178855896,2.4271863996982574,0.0025821232800760873,60.53
signum,0.003,3,300,2.3356187534332276,2.32041272521019,0.0018921556910155676,88.09
signum,0.003,3,400,2.2166377258300782,2.2158979773521423,0.0011225129765394806,132.01
signum,0.003,3,500,2.1114339351654055,2.1477869153022766,0.0005264263514249253,177.18
signum,0.003,3,600,2.0542468285560607,2.113225519657135,0.0003000228462420453,211.57
normsgd,0.003,1,100,3.3778306460380554,3.1749638617038727,0.0029653995874600676,35.7
normsgd,0.003,1,200,2.867330000400543,2.729455351829529,0.0025821232800760873,75.77
normsgd,0.003,1,300,2.6443215107917784,2.6129054725170135,0.0018921556910155676,119.92
normsgd,0.003,1,400,2.556638059616089,2.5482183694839478,0.0011225129765394806,161.77
normsgd,0.003,1,500,2.5169551539421082,2.514356553554535,0.0005264263514249253,199.52
normsgd,0.003,1,600,2.4861838746070863,2.491601824760437,0.0003000228462420453,236.27
normsgd,0.003,2,100,3.430584981441498,3.3583865761756897,0.0029653995874600676,27.27
normsgd,0.003,2,200,3.12339164018631,3.0660024285316467,0.0025821232800760873,62.2
normsgd,0.003,2,300,2.8407148194313048,2.76080185174942,0.0018921556910155676,99.92
normsgd,0.003,2,400,2.6770762157440187,2.665450692176819,0.0011225129765394806,135.07
normsgd,0.003,2,500,2.612373378276825,2.6186663806438446,0.0005264263514249253,170.29
normsgd,0.003,2,600,2.586446397304535,2.5976941287517548,0.0003000228462420453,211.69
normsgd,0.003,3,100,3.3262587666511534,2.931220382452011,0.0029653995874600676,28.2
normsgd,0.003,3,200,2.715490720272064,2.6390896141529083,0.0025821232800760873,58.66
normsgd,0.003,3,300,2.580928897857666,2.5615828931331635,0.0018921556910155676,89.68
normsgd,0.003,3,400,2.5267058539390566,2.509569376707077,0.0011225129765394806,120.33
normsgd,0.003,3,500,2.4919593334198,2.4886711835861206,0.0005264263514249253,151.3
normsgd,0.003,3,600,2.4715693473815916,2.473919600248337,0.0003000228462420453,184.84
rownorm,0.003,1,100,3.008943917751312,2.5558620989322662,0.0029653995874600676,32.34
rownorm,0.003,1,200,2.4836498069763184,2.465668946504593,0.0025821232800760873,64.65
rownorm,0.003,1,300,2.356602656841278,2.3394547402858734,0.0018921556910155676,94.06
rownorm,0.003,1,400,2.235224552154541,2.2387275993824005,0.0011225129765394806,126.5
rownorm,0.003,1,500,2.129474802017212,2.1702808141708374,0.0005264263514249253,180.66
rownorm,0.003,1,600,2.0625576758384705,2.129961133003235,0.0003000228462420453,220.16
