arm,lr,seed,step,train_loss,val_loss,lr_now,wall_s
sgd,0.3,1,100,2.9837701439857485,2.582313746213913,0.29653995874600675,38.49
sgd,0.3,1,200,2.5129851627349855,2.503773868083954,0.25821232800760874,74.29
sgd,0.3,1,300,2.4569183588027954,2.4670605659484863,0.18921556910155676,107.1
sgd,0.3,1,400,2.4215694785118105,2.438040792942047,0.11225129765394805,141.8
sgd,0.3,1,500,2.402719650268555,2.4274260699748993,0.052642635142492525,186.39
sgd,0.3,1,600,2.3904338312149047,2.413751244544983,0.030002284624204525,223.86
sgd,0.3,2,100,2.893836555480957,2.5601321160793304,0.29653995874600675,27.89
sgd,0.3,2,200,2.495594835281372,2.495115637779236,0.25821232800760874,61.75
sgd,0.3,2,300,2.446757514476776,2.4574698209762573,0.18921556910155676,107.15
sgd,0.3,2,400,2.4140976452827454,2.4395386278629303,0.11225129765394805,147.57
sgd,0.3,2,500,2.3972142362594604,2.4215368032455444,0.052642635142492525,186.6
sgd,0.3,2,600,2.381086914539337,2.412598580121994,0.030002284624204525,218.64
sgd,0.3,3,100,2.90254709482193,2.564734786748886,0.29653995874600675,29.53
sgd,0.3,3,200,2.498336935043335,2.500144213438034,0.25821232800760874,61.15
sgd,0.3,3,300,2.4453291082382203,2.455582022666931,0.18921556910155676,103.43
sgd,0.3,3,400,2.417259590625763,2.4310412406921387,0.11225129765394805,130.84
sgd,0.3,3,500,2.3963297247886657,2.4148368537425995,0.052642635142492525,159.99
sgd,0.3,3,600,2.381767189502716,2.403642773628235,0.030002284624204525,192.79
adamw,0.01,1,100,2.760995714664459,2.5640708208084106,0.009884665291533559,29.02
adamw,0.01,1,200,2.512243716716766,2.4965818524360657,0.008607077600253624,62.13
adamw,0.01,1,300,2.40869526386261,2.373601257801056,0.006307185636718559,95.44
adamw,0.01,1,400,2.2367313051223756,2.194932758808136,0.0037417099217982685,132.44
adamw,0.01,1,500,2.066931856870651,2.1155621707439423,0.001754754504749751,167.32
adamw,0.01,1,600,1.9636925888061523,2.050451099872589,0.0010000761541401509,202.92
adamw,0.01,2,100,2.772094717025757,2.548677682876587,0.009884665291533559,26.77
adamw,0.01,2,200,2.5102370381355286,2.4939985871315002,0.008607077600253624,60.24
adamw,0.01,2,300,2.3657885909080507,2.2867033779621124,0.006307185636718559,94.25
adamw,0.01,2,400,2.1421322655677795,2.155233681201935,0.0037417099217982685,126.64
adamw,0.01,2,500,2.017942246198654,2.047583222389221,0.001754754504749751,161.61
adamw,0.01,2,600,1.9238963437080383,2.0169752538204193,0.0010000761541401509,195.05
adamw,0.01,3,100,2.7293547439575194,2.577805459499359,0.009884665291533559,30.62
adamw,0.01,3,200,2.5017087650299072,2.505121201276779,0.008607077600253624,68.9
adamw,0.01,3,300,2.395703911781311,2.377161681652069,0.006307185636718559,119.91
adamw,0.01,3,400,2.2253305292129517,2.2158655524253845,0.0037417099217982685,162.76
adamw,0.01,3,500,2.0658837473392486,2.113637089729309,0.001754754504749751,206.14
adamw,0.01,3,600,1.9766095793247223,2.061229020357132,0.0010000761541401509,240.95
lion,0.001,1,100,2.962693438529968,2.615989565849304,0.0009884665291533558,29.5
lion,0.001,1,200,2.5146647191047666,2.4921377897262573,0.0008607077600253625,64.77
lion,0.001,1,300,2.402305688858032,2.376581609249115,0.0006307185636718559,96.94
lion,0.001,1,400,2.289136838912964,2.2952151596546173,0.00037417099217982685,127.05
lion,0.001,1,500,2.1953964185714723,2.229611575603485,0.0001754754504749751,156.05
lion,0.001,1,600,2.133641200065613,2.1873025000095367,0.0001000076154140151,185.63
lion,0.001,2,100,2.9506545519828795,2.5887452960014343,0.0009884665291533558,31.46
lion,0.001,2,200,2.518708145618439,2.4847747683525085,0.0008607077600253625,56.53
lion,0.001,2,300,2.437681140899658,2.4052940607070923,0.0006307185636718559,83.69
lion,0.001,2,400,2.3382922315597536,2.3318177461624146,0.00037417099217982685,114.22
lion,0.001,2,500,2.247817163467407,2.2493002116680145,0.0001754754504749751,143.45
lion,0.001,2,600,2.1782245874404906,2.210933744907379,0.0001000076154140151,172.13
lion,0.001,3,100,2.9549336886405944,2.6035866141319275,0.0009884665291533558,28.69
lion,0.001,3,200,2.515516538619995,2.481187492609024,0.0008607077600253625,60.72
lion,0.001,3,300,2.4155072236061095,2.3948120772838593,0.0006307185636718559,90.92
lion,0.001,3,400,2.2987320399284363,2.2905679643154144,0.00037417099217982685,121.25
lion,0.001,3,500,2.19489132642746,2.214161902666092,0.0001754754504749751,150.32
lion,0.001,3,600,2.136660113334656,2.183115690946579,0.0001000076154140151,185.18
adam_mini,0.01,1,100,3.0480979251861573,2.736806035041809,0.009884665291533559,33.78
adam_mini,0.01,1,200,2.669322626590729,2.663854479789734,0.008607077600253624,69.07
adam_mini,0.01,1,300,2.60274076461792,2.5917535424232483,0.006307185636718559,106.63
adam_mini,0.01,1,400,2.5524989628791808,2.560349702835083,0.0037417099217982685,146.24
adam_mini,0.01,1,500,2.526729624271393,2.531945437192917,0.001754754504749751,187.78
adam_mini,0.01,1,600,2.501151463985443,2.5138400197029114,0.0010000761541401509,227.99
adam_mini,0.01,2,100,2.778225793838501,2.5916610956192017,0.009884665291533559,28.06
adam_mini,0.01,2,200,2.5265285110473634,2.52861824631691,0.008607077600253624,57.35
adam_mini,0.01,2,300,2.4688007545471193,2.4611844420433044,0.006307185636718559,98.08
adam_mini,0.01,2,400,2.3593311595916746,2.347025990486145,0.0037417099217982685,132.9
adam_mini,0.01,2,500,2.221970863342285,2.2089459598064423,0.001754754504749751,168.34
adam_mini,0.01,2,600,2.1088634586334227,2.1582342386245728,0.0010000761541401509,202.55
adam_mini,0.01,3,100,2.7652792954444885,2.5781643986701965,0.009884665291533559,35.63
adam_mini,0.01,3,200,2.524696669578552,2.5160698890686035,0.008607077600253624,70.82
adam_mini,0.01,3,300,2.4563400626182554,2.4257131218910217,0.006307185636718559,104.4
adam_mini,0.01,3,400,2.2765880179405213,2.216085523366928,0.0037417099217982685,137.73
adam_mini,0.01,3,500,2.1029540967941283,2.118006318807602,0.001754754504749751,169.49
adam_mini,0.01,3,600,2.0207224678993225,2.083212375640869,0.0010000761541401509,204.75
signum,0.003,1,100,3.05565438747406,2.5699433088302612,0.0029653995874600676,29.09
signum,0.003,1,200,2.486193368434906,2.4584161937236786,0.0025821232800760873,56.07
signum,0.003,1,300,2.3604798436164858,2.3402783572673798,0.0018921556910155676,89.52
signum,0.003,1,400,2.2457125401496887,2.241161584854126,0.0011225129765394806,122.75
signum,0.003,1,500,2.149321208000183,2.1824418902397156,0.0005264263514249253,150.12
signum,0.003,1,600,2.0853665721416474,2.141184151172638,0.0003000228462420453,182.3
signum,0.003,2,100,3.011854016780853,2.562035709619522,0.0029653995874600676,26.98
