arm,lr,seed,step,train_loss,val_loss,lr_now,wall_s
muon_all,0.09,0,500,2.6699230599403383,2.6779631674289703,0.015792790542747757,147.49
muon_all,0.09,0,600,2.6015434885025024,2.608526051044464,0.009000685387261358,175.41
muon,0.01,0,100,2.6803514838218687,2.4430958330631256,0.009884665291533559,24.57
muon,0.01,0,200,2.189878295660019,2.0836018919944763,0.008607077600253624,49.46
muon,0.01,0,300,1.8622077453136443,1.9387741088867188,0.006307185636718559,75.07
muon,0.01,0,400,1.7028836941719054,1.8192007094621658,0.0037417099217982685,100.83
muon,0.01,0,500,1.5909317660331725,1.7385279089212418,0.001754754504749751,126.15
muon,0.01,0,600,1.5204143607616425,1.6861812323331833,0.0010000761541401509,151.28
muon,0.03,0,100,2.6303249526023866,2.4533268809318542,0.029653995874600676,25.79
muon,0.03,0,200,2.2345388174057006,2.1503306925296783,0.02582123280076087,50.72
muon,0.03,0,300,1.9559229242801666,1.9993743002414703,0.018921556910155676,76.7
muon,0.03,0,400,1.7817385756969453,1.8861428499221802,0.011225129765394805,104.03
muon,0.03,0,500,1.6641786885261536,1.8020558804273605,0.0052642635142492525,129.96
muon,0.03,0,600,1.58898411154747,1.7548946291208267,0.003000228462420453,156.15
muon,0.09,0,100,2.6528703498840334,2.5418215095996857,0.08896198762380203,25.44
muon,0.09,0,200,2.5189833426475525,2.600459098815918,0.07746369840228262,55.95
muon,0.09,0,300,2.564736602306366,2.6141077876091003,0.05676467073046702,83.5
muon,0.09,0,400,2.5704723310470583,2.584718257188797,0.03367538929618442,109.36
muon,0.09,0,500,2.5246093821525575,2.5385740995407104,0.015792790542747757,136.56
muon,0.09,0,600,2.5030129837989805,2.5443443655967712,0.009000685387261358,162.23
normuon,0.01,0,100,2.6802330446243285,2.4409702718257904,0.009884665291533559,23.6
normuon,0.01,0,200,2.1898732340335845,2.0885600447654724,0.008607077600253624,47.99
normuon,0.01,0,300,1.8604612100124358,1.9440662115812302,0.006307185636718559,72.34
normuon,0.01,0,400,1.6996943151950836,1.8169796913862228,0.0037417099217982685,97.71
normuon,0.01,0,500,1.5865796601772308,1.7456004470586777,0.001754754504749751,121.7
normuon,0.01,0,600,1.516048172712326,1.693369522690773,0.0010000761541401509,146.26
normuon,0.03,0,100,2.628225209712982,2.4484145641326904,0.029653995874600676,29.16
normuon,0.03,0,200,2.205866038799286,2.1342689394950867,0.02582123280076087,60.26
normuon,0.03,0,300,1.930411559343338,1.9946271032094955,0.018921556910155676,87.2
normuon,0.03,0,400,1.767320864200592,1.8655595928430557,0.011225129765394805,116.63
normuon,0.03,0,500,1.6520331919193267,1.8000985980033875,0.0052642635142492525,141.24
normuon,0.03,0,600,1.5794918513298035,1.7441469132900238,0.003000228462420453,166.0
normuon,0.09,0,100,2.6487991261482238,2.552609533071518,0.08896198762380203,25.79
normuon,0.09,0,200,2.544645607471466,2.587512820959091,0.07746369840228262,72.07
normuon,0.09,0,300,2.6868411803245547,2.7045232951641083,0.05676467073046702,102.47
normuon,0.09,0,400,2.6286028242111206,2.629143536090851,0.03367538929618442,133.22
normuon,0.09,0,500,2.55765647649765,2.5684643387794495,0.015792790542747757,164.74
normuon,0.09,0,600,2.522254672050476,2.5538028180599213,0.009000685387261358,196.28
headmuon,0.01,0,100,2.687033534049988,2.4611519873142242,0.009884665291533559,27.02
headmuon,0.01,0,200,2.25852025270462,2.1400113105773926,0.008607077600253624,54.16
headmuon,0.01,0,300,1.9262463080883026,1.9727920591831207,0.006307185636718559,79.99
